n_mfcc;delta_mode;norm_mode;n_components;covariance_type;n_mels;accuracy
10;3;1;18;diag;12;0,709090909
10;3;1;18;diag;14;0,704545455
10;3;1;18;diag;16;0,7
10;3;1;18;diag;18;0,668181818
10;3;1;18;diag;20;0,677272727
10;3;1;20;full;2;
10;3;1;20;full;4;
10;3;1;20;full;6;
10;3;1;20;full;8;
10;3;1;20;full;10;
10;3;1;20;full;12;
10;3;1;20;full;14;
10;3;1;20;full;16;
10;3;1;20;full;18;
10;3;1;20;full;20;
10;3;1;20;diag;2;
10;3;1;20;diag;4;
10;3;1;20;diag;6;
10;3;1;20;diag;8;
10;3;1;20;diag;10;0,727272727
10;3;1;20;diag;12;0,686363636
10;3;1;20;diag;14;0,686363636
10;3;1;20;diag;16;0,727272727
10;3;1;20;diag;18;0,659090909
10;3;1;20;diag;20;0,7
10;3;2;2;full;2;
10;3;2;2;full;4;
10;3;2;2;full;6;
10;3;2;2;full;8;
10;3;2;2;full;10;
10;3;2;2;full;12;
10;3;2;2;full;14;
10;3;2;2;full;16;
10;3;2;2;full;18;
10;3;2;2;full;20;
10;3;2;2;diag;2;
10;3;2;2;diag;4;
10;3;2;2;diag;6;
10;3;2;2;diag;8;
10;3;2;2;diag;10;0,695454545
10;3;2;2;diag;12;0,709090909
10;3;2;2;diag;14;0,695454545
10;3;2;2;diag;16;0,718181818
10;3;2;2;diag;18;0,686363636
10;3;2;2;diag;20;0,7
10;3;2;4;full;2;
10;3;2;4;full;4;
10;3;2;4;full;6;
10;3;2;4;full;8;
10;3;2;4;full;10;
10;3;2;4;full;12;
10;3;2;4;full;14;
10;3;2;4;full;16;
10;3;2;4;full;18;
10;3;2;4;full;20;
10;3;2;4;diag;2;
10;3;2;4;diag;4;
10;3;2;4;diag;6;
10;3;2;4;diag;8;
10;3;2;4;diag;10;0,736363636
10;3;2;4;diag;12;0,695454545
10;3;2;4;diag;14;0,681818182
10;3;2;4;diag;16;0,713636364
10;3;2;4;diag;18;0,659090909
10;3;2;4;diag;20;0,681818182
10;3;2;8;full;2;
10;3;2;8;full;4;
10;3;2;8;full;6;
10;3;2;8;full;8;
10;3;2;8;full;10;
10;3;2;8;full;12;
10;3;2;8;full;14;
10;3;2;8;full;16;
10;3;2;8;full;18;
10;3;2;8;full;20;
10;3;2;8;diag;2;
10;3;2;8;diag;4;
10;3;2;8;diag;6;
10;3;2;8;diag;8;
10;3;2;8;diag;10;0,7
10;3;2;8;diag;12;0,709090909
10;3;2;8;diag;14;0,772727273
10;3;2;8;diag;16;0,686363636
10;3;2;8;diag;18;0,718181818
10;3;2;8;diag;20;0,7
10;3;2;10;full;2;
10;3;2;10;full;4;
10;3;2;10;full;6;
10;3;2;10;full;8;
10;3;2;10;full;10;
10;3;2;10;full;12;
10;3;2;10;full;14;
10;3;2;10;full;16;
10;3;2;10;full;18;
10;3;2;10;full;20;
10;3;2;10;diag;2;
10;3;2;10;diag;4;
10;3;2;10;diag;6;
10;3;2;10;diag;8;
10;3;2;10;diag;10;0,722727273
10;3;2;10;diag;12;0,722727273
10;3;2;10;diag;14;0,718181818
10;3;2;10;diag;16;0,7
10;3;2;10;diag;18;0,7
10;3;2;10;diag;20;0,704545455
10;3;2;12;full;2;
10;3;2;12;full;4;
10;3;2;12;full;6;
10;3;2;12;full;8;
10;3;2;12;full;10;
10;3;2;12;full;12;
10;3;2;12;full;14;
10;3;2;12;full;16;
10;3;2;12;full;18;
10;3;2;12;full;20;
10;3;2;12;diag;2;
10;3;2;12;diag;4;
10;3;2;12;diag;6;
10;3;2;12;diag;8;
10;3;2;12;diag;10;0,722727273
10;3;2;12;diag;12;0,731818182
10;3;2;12;diag;14;0,727272727
10;3;2;12;diag;16;0,672727273
10;3;2;12;diag;18;0,690909091
10;3;2;12;diag;20;0,686363636
10;3;2;14;full;2;
10;3;2;14;full;4;
10;3;2;14;full;6;
10;3;2;14;full;8;
10;3;2;14;full;10;
10;3;2;14;full;12;
10;3;2;14;full;14;
10;3;2;14;full;16;
10;3;2;14;full;18;
10;3;2;14;full;20;
10;3;2;14;diag;2;
10;3;2;14;diag;4;
10;3;2;14;diag;6;
10;3;2;14;diag;8;
10;3;2;14;diag;10;0,7
10;3;2;14;diag;12;0,727272727
10;3;2;14;diag;14;0,722727273
10;3;2;14;diag;16;0,672727273
10;3;2;14;diag;18;0,704545455
10;3;2;14;diag;20;0,681818182
10;3;2;16;full;2;
10;3;2;16;full;4;
10;3;2;16;full;6;
10;3;2;16;full;8;
10;3;2;16;full;10;
10;3;2;16;full;12;
10;3;2;16;full;14;
10;3;2;16;full;16;
10;3;2;16;full;18;
10;3;2;16;full;20;
10;3;2;16;diag;2;
10;3;2;16;diag;4;
10;3;2;16;diag;6;
10;3;2;16;diag;8;
10;3;2;16;diag;10;0,727272727
10;3;2;16;diag;12;0,718181818
10;3;2;16;diag;14;0,681818182
10;3;2;16;diag;16;0,672727273
10;3;2;16;diag;18;0,686363636
10;3;2;16;diag;20;0,695454545
10;3;2;18;full;2;
10;3;2;18;full;4;
10;3;2;18;full;6;
10;3;2;18;full;8;
10;3;2;18;full;10;
10;3;2;18;full;12;
10;3;2;18;full;14;
10;3;2;18;full;16;
10;3;2;18;full;18;
10;3;2;18;full;20;
10;3;2;18;diag;2;
10;3;2;18;diag;4;
10;3;2;18;diag;6;
10;3;2;18;diag;8;
10;3;2;18;diag;10;0,677272727
10;3;2;18;diag;12;0,731818182
10;3;2;18;diag;14;0,740909091
10;3;2;18;diag;16;0,718181818
10;3;2;18;diag;18;0,686363636
10;3;2;18;diag;20;0,672727273
10;3;2;20;full;2;
10;3;2;20;full;4;
10;3;2;20;full;6;
10;3;2;20;full;8;
10;3;2;20;full;10;
10;3;2;20;full;12;
10;3;2;20;full;14;
10;3;2;20;full;16;
10;3;2;20;full;18;
10;3;2;20;full;20;
10;3;2;20;diag;2;
10;3;2;20;diag;4;
10;3;2;20;diag;6;
10;3;2;20;diag;8;
10;3;2;20;diag;10;0,695454545
10;3;2;20;diag;12;0,731818182
10;3;2;20;diag;14;0,7
10;3;2;20;diag;16;0,677272727
10;3;2;20;diag;18;0,704545455
10;3;2;20;diag;20;0,663636364
10;3;3;2;full;2;
10;3;3;2;full;4;
10;3;3;2;full;6;
10;3;3;2;full;8;
10;3;3;2;full;10;0,745454545
10;3;3;2;full;12;0,777272727
10;3;3;2;full;14;0,772727273
10;3;3;2;full;16;0,809090909
10;3;3;2;full;18;0,772727273
10;3;3;2;full;20;0,786363636
10;3;3;2;diag;2;
10;3;3;2;diag;4;
10;3;3;2;diag;6;
10;3;3;2;diag;8;
10;3;3;2;diag;10;0,663636364
10;3;3;2;diag;12;0,663636364
10;3;3;2;diag;14;0,663636364
10;3;3;2;diag;16;0,690909091
10;3;3;2;diag;18;0,677272727
10;3;3;2;diag;20;0,690909091
10;3;3;4;full;2;
10;3;3;4;full;4;
10;3;3;4;full;6;
10;3;3;4;full;8;
10;3;3;4;full;10;0,731818182
10;3;3;4;full;12;0,75
10;3;3;4;full;14;0,722727273
10;3;3;4;full;16;0,740909091
10;3;3;4;full;18;0,713636364
10;3;3;4;full;20;0,718181818
10;3;3;4;diag;2;
10;3;3;4;diag;4;
10;3;3;4;diag;6;
10;3;3;4;diag;8;
10;3;3;4;diag;10;0,659090909
10;3;3;4;diag;12;0,668181818
10;3;3;4;diag;14;0,672727273
10;3;3;4;diag;16;0,645454545
10;3;3;4;diag;18;0,636363636
10;3;3;4;diag;20;0,640909091
10;3;3;8;full;2;
10;3;3;8;full;4;
10;3;3;8;full;6;
10;3;3;8;full;8;
10;3;3;8;full;10;0,681818182
10;3;3;8;full;12;0,695454545
10;3;3;8;full;14;0,7
10;3;3;8;full;16;0,731818182
10;3;3;8;full;18;0,709090909
10;3;3;8;full;20;0,709090909
10;3;3;8;diag;2;
10;3;3;8;diag;4;
10;3;3;8;diag;6;
10;3;3;8;diag;8;
10;3;3;8;diag;10;0,727272727
10;3;3;8;diag;12;0,690909091
10;3;3;8;diag;14;0,718181818
10;3;3;8;diag;16;0,672727273
10;3;3;8;diag;18;0,681818182
10;3;3;8;diag;20;0,663636364
10;3;3;10;full;2;
10;3;3;10;full;4;
10;3;3;10;full;6;
10;3;3;10;full;8;
10;3;3;10;full;10;0,654545455
10;3;3;10;full;12;0,659090909
10;3;3;10;full;14;0,677272727
10;3;3;10;full;16;0,695454545
10;3;3;10;full;18;0,663636364
10;3;3;10;full;20;0,663636364
10;3;3;10;diag;2;
10;3;3;10;diag;4;
10;3;3;10;diag;6;
10;3;3;10;diag;8;
10;3;3;10;diag;10;0,709090909
10;3;3;10;diag;12;0,690909091
10;3;3;10;diag;14;0,672727273
10;3;3;10;diag;16;0,659090909
10;3;3;10;diag;18;0,681818182
10;3;3;10;diag;20;0,672727273
10;3;3;12;full;2;
10;3;3;12;full;4;
10;3;3;12;full;6;
10;3;3;12;full;8;
10;3;3;12;full;10;0,65
10;3;3;12;full;12;0,686363636
10;3;3;12;full;14;0,618181818
10;3;3;12;full;16;0,645454545
10;3;3;12;full;18;0,65
10;3;3;12;full;20;0,677272727
10;3;3;12;diag;2;
10;3;3;12;diag;4;
10;3;3;12;diag;6;
10;3;3;12;diag;8;
10;3;3;12;diag;10;0,704545455
10;3;3;12;diag;12;0,7
10;3;3;12;diag;14;0,7
10;3;3;12;diag;16;0,709090909
10;3;3;12;diag;18;0,686363636
10;3;3;12;diag;20;0,695454545
10;3;3;14;full;2;
10;3;3;14;full;4;
10;3;3;14;full;6;
10;3;3;14;full;8;
10;3;3;14;full;10;0,631818182
10;3;3;14;full;12;0,618181818
10;3;3;14;full;14;0,645454545
10;3;3;14;full;16;0,645454545
10;3;3;14;full;18;0,640909091
10;3;3;14;full;20;0,668181818
10;3;3;14;diag;2;
10;3;3;14;diag;4;
10;3;3;14;diag;6;
10;3;3;14;diag;8;
10;3;3;14;diag;10;0,7
10;3;3;14;diag;12;0,709090909
10;3;3;14;diag;14;0,695454545
10;3;3;14;diag;16;0,7
10;3;3;14;diag;18;0,713636364
10;3;3;14;diag;20;0,695454545
10;3;3;16;full;2;
10;3;3;16;full;4;
10;3;3;16;full;6;
10;3;3;16;full;8;
10;3;3;16;full;10;0,590909091
10;3;3;16;full;12;0,613636364
10;3;3;16;full;14;0,618181818
10;3;3;16;full;16;0,627272727
10;3;3;16;full;18;0,613636364
10;3;3;16;full;20;0,640909091
10;3;3;16;diag;2;
10;3;3;16;diag;4;
10;3;3;16;diag;6;
10;3;3;16;diag;8;
10;3;3;16;diag;10;0,7
10;3;3;16;diag;12;0,695454545
10;3;3;16;diag;14;0,695454545
10;3;3;16;diag;16;0,695454545
10;3;3;16;diag;18;0,690909091
10;3;3;16;diag;20;0,7
10;3;3;18;full;2;
10;3;3;18;full;4;
10;3;3;18;full;6;
10;3;3;18;full;8;
10;3;3;18;full;10;0,595454545
10;3;3;18;full;12;0,590909091
10;3;3;18;full;14;0,613636364
10;3;3;18;full;16;0,6
10;3;3;18;full;18;0,627272727
10;3;3;18;full;20;0,640909091
10;3;3;18;diag;2;
10;3;3;18;diag;4;
10;3;3;18;diag;6;
10;3;3;18;diag;8;
10;3;3;18;diag;10;0,709090909
10;3;3;18;diag;12;0,727272727
10;3;3;18;diag;14;0,690909091
10;3;3;18;diag;16;0,731818182
10;3;3;18;diag;18;0,740909091
10;3;3;18;diag;20;0,686363636
10;3;3;20;full;2;
10;3;3;20;full;4;
10;3;3;20;full;6;
10;3;3;20;full;8;
10;3;3;20;full;10;0,554545455
10;3;3;20;full;12;0,609090909
10;3;3;20;full;14;0,590909091
10;3;3;20;full;16;0,577272727
10;3;3;20;full;18;0,609090909
10;3;3;20;full;20;0,627272727
10;3;3;20;diag;2;
10;3;3;20;diag;4;
10;3;3;20;diag;6;
10;3;3;20;diag;8;
10;3;3;20;diag;10;0,686363636
10;3;3;20;diag;12;0,727272727
10;3;3;20;diag;14;0,690909091
10;3;3;20;diag;16;0,745454545
10;3;3;20;diag;18;0,718181818
10;3;3;20;diag;20;0,668181818
12;1;1;2;full;2;0,481818182
12;1;1;2;full;4;0,777272727
12;1;1;2;full;6;0,831818182
12;1;1;2;full;8;0,840909091
12;1;1;2;full;10;0,8
12;1;1;2;full;12;0,781818182
12;1;1;2;full;14;0,777272727
12;1;1;2;full;16;0,786363636
12;1;1;2;full;18;0,763636364
12;1;1;2;full;20;0,781818182
12;1;1;2;diag;2;0,481818182
12;1;1;2;diag;4;0,754545455
12;1;1;2;diag;6;0,781818182
12;1;1;2;diag;8;0,781818182
12;1;1;2;diag;10;0,813636364
12;1;1;2;diag;12;0,827272727
12;1;1;2;diag;14;0,790909091
12;1;1;2;diag;16;0,8
12;1;1;2;diag;18;0,781818182
12;1;1;2;diag;20;0,781818182
12;1;1;4;full;2;0,495454545
12;1;1;4;full;4;0,781818182
12;1;1;4;full;6;0,790909091
12;1;1;4;full;8;0,772727273
12;1;1;4;full;10;0,772727273
12;1;1;4;full;12;0,745454545
12;1;1;4;full;14;0,736363636
12;1;1;4;full;16;0,736363636
12;1;1;4;full;18;0,713636364
12;1;1;4;full;20;0,731818182
12;1;1;4;diag;2;0,495454545
12;1;1;4;diag;4;0,772727273
12;1;1;4;diag;6;0,790909091
12;1;1;4;diag;8;0,813636364
12;1;1;4;diag;10;0,772727273
12;1;1;4;diag;12;0,8
12;1;1;4;diag;14;0,777272727
12;1;1;4;diag;16;0,8
12;1;1;4;diag;18;0,8
12;1;1;4;diag;20;0,768181818
12;1;1;8;full;2;0,504545455
12;1;1;8;full;4;0,763636364
12;1;1;8;full;6;0,790909091
12;1;1;8;full;8;0,754545455
12;1;1;8;full;10;0,704545455
12;1;1;8;full;12;0,690909091
12;1;1;8;full;14;0,677272727
12;1;1;8;full;16;0,672727273
12;1;1;8;full;18;0,668181818
12;1;1;8;full;20;0,663636364
12;1;1;8;diag;2;0,504545455
12;1;1;8;diag;4;0,772727273
12;1;1;8;diag;6;0,786363636
12;1;1;8;diag;8;0,790909091
12;1;1;8;diag;10;0,75
12;1;1;8;diag;12;0,804545455
12;1;1;8;diag;14;0,736363636
12;1;1;8;diag;16;0,75
12;1;1;8;diag;18;0,709090909
12;1;1;8;diag;20;0,731818182
12;1;1;10;full;2;0,509090909
12;1;1;10;full;4;0,768181818
12;1;1;10;full;6;0,790909091
12;1;1;10;full;8;0,731818182
12;1;1;10;full;10;0,718181818
12;1;1;10;full;12;0,690909091
12;1;1;10;full;14;0,663636364
12;1;1;10;full;16;0,645454545
12;1;1;10;full;18;0,636363636
12;1;1;10;full;20;0,65
12;1;1;10;diag;2;0,509090909
12;1;1;10;diag;4;0,772727273
12;1;1;10;diag;6;0,759090909
12;1;1;10;diag;8;0,759090909
12;1;1;10;diag;10;0,745454545
12;1;1;10;diag;12;0,768181818
12;1;1;10;diag;14;0,75
12;1;1;10;diag;16;0,745454545
12;1;1;10;diag;18;0,745454545
12;1;1;10;diag;20;0,763636364
12;1;1;12;full;2;0,518181818
12;1;1;12;full;4;0,731818182
12;1;1;12;full;6;0,75
12;1;1;12;full;8;0,740909091
12;1;1;12;full;10;0,709090909
12;1;1;12;full;12;0,677272727
12;1;1;12;full;14;0,640909091
12;1;1;12;full;16;0,636363636
12;1;1;12;full;18;0,613636364
12;1;1;12;full;20;0,640909091
12;1;1;12;diag;2;0,518181818
12;1;1;12;diag;4;0,75
12;1;1;12;diag;6;0,768181818
12;1;1;12;diag;8;0,759090909
12;1;1;12;diag;10;0,731818182
12;1;1;12;diag;12;0,754545455
12;1;1;12;diag;14;0,759090909
12;1;1;12;diag;16;0,727272727
12;1;1;12;diag;18;0,731818182
12;1;1;12;diag;20;0,718181818
12;1;1;14;full;2;0,495454545
12;1;1;14;full;4;0,736363636
12;1;1;14;full;6;0,777272727
12;1;1;14;full;8;0,727272727
12;1;1;14;full;10;0,709090909
12;1;1;14;full;12;0,672727273
12;1;1;14;full;14;0,613636364
12;1;1;14;full;16;0,65
12;1;1;14;full;18;0,595454545
12;1;1;14;full;20;0,618181818
12;1;1;14;diag;2;0,495454545
12;1;1;14;diag;4;0,759090909
12;1;1;14;diag;6;0,754545455
12;1;1;14;diag;8;0,736363636
12;1;1;14;diag;10;0,740909091
12;1;1;14;diag;12;0,768181818
12;1;1;14;diag;14;0,7
12;1;1;14;diag;16;0,718181818
12;1;1;14;diag;18;0,731818182
12;1;1;14;diag;20;0,731818182
12;1;1;16;full;2;0,490909091
12;1;1;16;full;4;0,75
12;1;1;16;full;6;0,740909091
12;1;1;16;full;8;0,722727273
12;1;1;16;full;10;0,709090909
12;1;1;16;full;12;0,663636364
12;1;1;16;full;14;0,604545455
12;1;1;16;full;16;0,618181818
12;1;1;16;full;18;0,586363636
12;1;1;16;full;20;0,622727273
12;1;1;16;diag;2;0,490909091
12;1;1;16;diag;4;0,763636364
12;1;1;16;diag;6;0,731818182
12;1;1;16;diag;8;0,727272727
12;1;1;16;diag;10;0,777272727
12;1;1;16;diag;12;0,740909091
12;1;1;16;diag;14;0,722727273
12;1;1;16;diag;16;0,727272727
12;1;1;16;diag;18;0,731818182
12;1;1;16;diag;20;0,713636364
12;1;1;18;full;2;0,486363636
12;1;1;18;full;4;0,731818182
12;1;1;18;full;6;0,722727273
12;1;1;18;full;8;0,686363636
12;1;1;18;full;10;0,677272727
12;1;1;18;full;12;0,645454545
12;1;1;18;full;14;0,6
12;1;1;18;full;16;0,595454545
12;1;1;18;full;18;0,586363636
12;1;1;18;full;20;0,590909091
12;1;1;18;diag;2;0,486363636
12;1;1;18;diag;4;0,763636364
12;1;1;18;diag;6;0,754545455
12;1;1;18;diag;8;0,731818182
12;1;1;18;diag;10;0,745454545
12;1;1;18;diag;12;0,736363636
12;1;1;18;diag;14;0,727272727
12;1;1;18;diag;16;0,745454545
12;1;1;18;diag;18;0,727272727
12;1;1;18;diag;20;0,718181818
12;1;1;20;full;2;0,468181818
12;1;1;20;full;4;0,713636364
12;1;1;20;full;6;0,736363636
12;1;1;20;full;8;0,672727273
12;1;1;20;full;10;0,645454545
12;1;1;20;full;12;0,622727273
12;1;1;20;full;14;0,559090909
12;1;1;20;full;16;0,586363636
12;1;1;20;full;18;0,586363636
12;1;1;20;full;20;0,609090909
12;1;1;20;diag;2;0,468181818
12;1;1;20;diag;4;0,768181818
12;1;1;20;diag;6;0,768181818
12;1;1;20;diag;8;0,740909091
12;1;1;20;diag;10;0,759090909
12;1;1;20;diag;12;0,722727273
12;1;1;20;diag;14;0,695454545
12;1;1;20;diag;16;0,75
12;1;1;20;diag;18;0,7
12;1;1;20;diag;20;0,727272727
12;1;2;2;full;2;0,1
12;1;2;2;full;4;
12;1;2;2;full;6;
12;1;2;2;full;8;
12;1;2;2;full;10;
12;1;2;2;full;12;
12;1;2;2;full;14;
12;1;2;2;full;16;
12;1;2;2;full;18;
12;1;2;2;full;20;
12;1;2;2;diag;2;0,1
12;1;2;2;diag;4;0,618181818
12;1;2;2;diag;6;0,654545455
12;1;2;2;diag;8;0,768181818
12;1;2;2;diag;10;0,790909091
12;1;2;2;diag;12;0,781818182
12;1;2;2;diag;14;0,777272727
12;1;2;2;diag;16;0,804545455
12;1;2;2;diag;18;0,786363636
12;1;2;2;diag;20;0,8
12;1;2;4;full;2;0,1
12;1;2;4;full;4;
12;1;2;4;full;6;
12;1;2;4;full;8;
12;1;2;4;full;10;
12;1;2;4;full;12;
12;1;2;4;full;14;
12;1;2;4;full;16;
12;1;2;4;full;18;
12;1;2;4;full;20;
12;1;2;4;diag;2;0,1
12;1;2;4;diag;4;0,636363636
12;1;2;4;diag;6;0,690909091
12;1;2;4;diag;8;0,736363636
12;1;2;4;diag;10;0,790909091
12;1;2;4;diag;12;0,813636364
12;1;2;4;diag;14;0,795454545
12;1;2;4;diag;16;0,795454545
12;1;2;4;diag;18;0,813636364
12;1;2;4;diag;20;0,790909091
12;1;2;8;full;2;0,1
12;1;2;8;full;4;
12;1;2;8;full;6;
12;1;2;8;full;8;
12;1;2;8;full;10;
12;1;2;8;full;12;
12;1;2;8;full;14;
12;1;2;8;full;16;
12;1;2;8;full;18;
12;1;2;8;full;20;
12;1;2;8;diag;2;0,1
12;1;2;8;diag;4;0,595454545
12;1;2;8;diag;6;0,7
12;1;2;8;diag;8;0,731818182
12;1;2;8;diag;10;0,781818182
12;1;2;8;diag;12;0,772727273
12;1;2;8;diag;14;0,772727273
12;1;2;8;diag;16;0,759090909
12;1;2;8;diag;18;0,754545455
12;1;2;8;diag;20;0,736363636
12;1;2;10;full;2;0,1
12;1;2;10;full;4;
12;1;2;10;full;6;
12;1;2;10;full;8;
12;1;2;10;full;10;
12;1;2;10;full;12;
12;1;2;10;full;14;
12;1;2;10;full;16;
12;1;2;10;full;18;
12;1;2;10;full;20;
12;1;2;10;diag;2;0,1
12;1;2;10;diag;4;0,577272727
12;1;2;10;diag;6;0,695454545
12;1;2;10;diag;8;0,709090909
12;1;2;10;diag;10;0,754545455
12;1;2;10;diag;12;0,786363636
12;1;2;10;diag;14;0,781818182
12;1;2;10;diag;16;0,759090909
12;1;2;10;diag;18;0,736363636
12;1;2;10;diag;20;0,740909091
12;1;2;12;full;2;0,1
12;1;2;12;full;4;
12;1;2;12;full;6;
12;1;2;12;full;8;
12;1;2;12;full;10;
12;1;2;12;full;12;
12;1;2;12;full;14;
12;1;2;12;full;16;
12;1;2;12;full;18;
12;1;2;12;full;20;
12;1;2;12;diag;2;0,1
12;1;2;12;diag;4;0,613636364
12;1;2;12;diag;6;0,690909091
12;1;2;12;diag;8;0,718181818
12;1;2;12;diag;10;0,754545455
12;1;2;12;diag;12;0,759090909
12;1;2;12;diag;14;0,763636364
12;1;2;12;diag;16;0,75
12;1;2;12;diag;18;0,754545455
12;1;2;12;diag;20;0,727272727
12;1;2;14;full;2;0,1
12;1;2;14;full;4;
12;1;2;14;full;6;
12;1;2;14;full;8;
12;1;2;14;full;10;
12;1;2;14;full;12;
12;1;2;14;full;14;
12;1;2;14;full;16;
12;1;2;14;full;18;
12;1;2;14;full;20;
12;1;2;14;diag;2;0,1
12;1;2;14;diag;4;0,604545455
12;1;2;14;diag;6;0,659090909
12;1;2;14;diag;8;0,718181818
12;1;2;14;diag;10;0,722727273
12;1;2;14;diag;12;0,727272727
12;1;2;14;diag;14;0,740909091
12;1;2;14;diag;16;0,740909091
12;1;2;14;diag;18;0,727272727
12;1;2;14;diag;20;0,727272727
12;1;2;16;full;2;0,1
12;1;2;16;full;4;
12;1;2;16;full;6;
12;1;2;16;full;8;
12;1;2;16;full;10;
12;1;2;16;full;12;
12;1;2;16;full;14;
12;1;2;16;full;16;
12;1;2;16;full;18;
12;1;2;16;full;20;
12;1;2;16;diag;2;0,1
12;1;2;16;diag;4;0,613636364
12;1;2;16;diag;6;0,672727273
12;1;2;16;diag;8;0,7
12;1;2;16;diag;10;0,75
12;1;2;16;diag;12;0,718181818
12;1;2;16;diag;14;0,727272727
12;1;2;16;diag;16;0,727272727
12;1;2;16;diag;18;0,722727273
12;1;2;16;diag;20;0,740909091
12;1;2;18;full;2;0,1
12;1;2;18;full;4;
12;1;2;18;full;6;
12;1;2;18;full;8;
12;1;2;18;full;10;
12;1;2;18;full;12;
12;1;2;18;full;14;
12;1;2;18;full;16;
12;1;2;18;full;18;
12;1;2;18;full;20;
12;1;2;18;diag;2;0,1
12;1;2;18;diag;4;0,65
12;1;2;18;diag;6;0,686363636
12;1;2;18;diag;8;0,713636364
12;1;2;18;diag;10;0,754545455
12;1;2;18;diag;12;0,713636364
12;1;2;18;diag;14;0,731818182
12;1;2;18;diag;16;0,713636364
12;1;2;18;diag;18;0,731818182
12;1;2;18;diag;20;0,75
12;1;2;20;full;2;0,1
12;1;2;20;full;4;
12;1;2;20;full;6;
12;1;2;20;full;8;
12;1;2;20;full;10;
12;1;2;20;full;12;
12;1;2;20;full;14;
12;1;2;20;full;16;
12;1;2;20;full;18;
12;1;2;20;full;20;
12;1;2;20;diag;2;0,1
12;1;2;20;diag;4;0,645454545
12;1;2;20;diag;6;0,672727273
12;1;2;20;diag;8;0,718181818
12;1;2;20;diag;10;0,731818182
12;1;2;20;diag;12;0,722727273
12;1;2;20;diag;14;0,709090909
12;1;2;20;diag;16;0,740909091
12;1;2;20;diag;18;0,718181818
12;1;2;20;diag;20;0,704545455
12;1;3;2;full;2;0,1
12;1;3;2;full;4;0,5
12;1;3;2;full;6;0,659090909
12;1;3;2;full;8;0,75
12;1;3;2;full;10;0,745454545
12;1;3;2;full;12;0,75
12;1;3;2;full;14;0,75
12;1;3;2;full;16;0,745454545
12;1;3;2;full;18;0,75
12;1;3;2;full;20;0,75
12;1;3;2;diag;2;0,1
12;1;3;2;diag;4;0,522727273
12;1;3;2;diag;6;0,659090909
12;1;3;2;diag;8;0,736363636
12;1;3;2;diag;10;0,777272727
12;1;3;2;diag;12;0,772727273
12;1;3;2;diag;14;0,763636364
12;1;3;2;diag;16;0,759090909
12;1;3;2;diag;18;0,754545455
12;1;3;2;diag;20;0,754545455
12;1;3;4;full;2;0,1
12;1;3;4;full;4;0,381818182
12;1;3;4;full;6;0,7
12;1;3;4;full;8;0,663636364
12;1;3;4;full;10;0,727272727
12;1;3;4;full;12;0,759090909
12;1;3;4;full;14;0,709090909
12;1;3;4;full;16;0,731818182
12;1;3;4;full;18;0,727272727
12;1;3;4;full;20;0,727272727
12;1;3;4;diag;2;0,1
12;1;3;4;diag;4;0,431818182
12;1;3;4;diag;6;0,663636364
12;1;3;4;diag;8;0,745454545
12;1;3;4;diag;10;0,759090909
12;1;3;4;diag;12;0,786363636
12;1;3;4;diag;14;0,790909091
12;1;3;4;diag;16;0,777272727
12;1;3;4;diag;18;0,740909091
12;1;3;4;diag;20;0,781818182
12;1;3;8;full;2;0,1
12;1;3;8;full;4;0,531818182
12;1;3;8;full;6;0,704545455
12;1;3;8;full;8;0,677272727
12;1;3;8;full;10;0,672727273
12;1;3;8;full;12;0,704545455
12;1;3;8;full;14;0,659090909
12;1;3;8;full;16;0,681818182
12;1;3;8;full;18;0,663636364
12;1;3;8;full;20;0,677272727
12;1;3;8;diag;2;0,1
12;1;3;8;diag;4;0,540909091
12;1;3;8;diag;6;0,65
12;1;3;8;diag;8;0,718181818
12;1;3;8;diag;10;0,763636364
12;1;3;8;diag;12;0,759090909
12;1;3;8;diag;14;0,754545455
12;1;3;8;diag;16;0,763636364
12;1;3;8;diag;18;0,722727273
12;1;3;8;diag;20;0,745454545
12;1;3;10;full;2;0,1
12;1;3;10;full;4;0,513636364
12;1;3;10;full;6;0,654545455
12;1;3;10;full;8;0,645454545
12;1;3;10;full;10;0,659090909
12;1;3;10;full;12;0,7
12;1;3;10;full;14;0,659090909
12;1;3;10;full;16;0,659090909
12;1;3;10;full;18;0,640909091
12;1;3;10;full;20;0,663636364
12;1;3;10;diag;2;0,1
12;1;3;10;diag;4;0,486363636
12;1;3;10;diag;6;0,681818182
12;1;3;10;diag;8;0,713636364
12;1;3;10;diag;10;0,736363636
12;1;3;10;diag;12;0,75
12;1;3;10;diag;14;0,731818182
12;1;3;10;diag;16;0,731818182
12;1;3;10;diag;18;0,740909091
12;1;3;10;diag;20;0,754545455
12;1;3;12;full;2;0,1
12;1;3;12;full;4;0,513636364
12;1;3;12;full;6;0,663636364
12;1;3;12;full;8;0,645454545
12;1;3;12;full;10;0,672727273
12;1;3;12;full;12;0,636363636
12;1;3;12;full;14;0,631818182
12;1;3;12;full;16;0,640909091
12;1;3;12;full;18;0,609090909
12;1;3;12;full;20;0,627272727
12;1;3;12;diag;2;0,1
12;1;3;12;diag;4;0,518181818
12;1;3;12;diag;6;0,677272727
12;1;3;12;diag;8;0,695454545
12;1;3;12;diag;10;0,736363636
12;1;3;12;diag;12;0,786363636
12;1;3;12;diag;14;0,718181818
