n_mfcc;delta_mode;norm_mode;n_components;covariance_type;n_mels;accuracy
4;3;1;16;full;6;
4;3;1;16;full;8;
4;3;1;16;full;10;
4;3;1;16;full;12;
4;3;1;16;full;14;
4;3;1;16;full;16;
4;3;1;16;full;18;
4;3;1;16;full;20;
4;3;1;16;diag;2;
4;3;1;16;diag;4;
4;3;1;16;diag;6;
4;3;1;16;diag;8;
4;3;1;16;diag;10;
4;3;1;16;diag;12;
4;3;1;16;diag;14;
4;3;1;16;diag;16;
4;3;1;16;diag;18;
4;3;1;16;diag;20;
4;3;1;18;full;2;
4;3;1;18;full;4;
4;3;1;18;full;6;
4;3;1;18;full;8;
4;3;1;18;full;10;
4;3;1;18;full;12;
4;3;1;18;full;14;
4;3;1;18;full;16;
4;3;1;18;full;18;
4;3;1;18;full;20;
4;3;1;18;diag;2;
4;3;1;18;diag;4;
4;3;1;18;diag;6;
4;3;1;18;diag;8;
4;3;1;18;diag;10;
4;3;1;18;diag;12;
4;3;1;18;diag;14;
4;3;1;18;diag;16;
4;3;1;18;diag;18;
4;3;1;18;diag;20;
4;3;1;20;full;2;
4;3;1;20;full;4;
4;3;1;20;full;6;
4;3;1;20;full;8;
4;3;1;20;full;10;
4;3;1;20;full;12;
4;3;1;20;full;14;
4;3;1;20;full;16;
4;3;1;20;full;18;
4;3;1;20;full;20;
4;3;1;20;diag;2;
4;3;1;20;diag;4;
4;3;1;20;diag;6;
4;3;1;20;diag;8;
4;3;1;20;diag;10;
4;3;1;20;diag;12;
4;3;1;20;diag;14;
4;3;1;20;diag;16;
4;3;1;20;diag;18;
4;3;1;20;diag;20;
4;3;2;2;full;2;
4;3;2;2;full;4;
4;3;2;2;full;6;
4;3;2;2;full;8;
4;3;2;2;full;10;
4;3;2;2;full;12;
4;3;2;2;full;14;
4;3;2;2;full;16;
4;3;2;2;full;18;
4;3;2;2;full;20;
4;3;2;2;diag;2;
4;3;2;2;diag;4;
4;3;2;2;diag;6;
4;3;2;2;diag;8;
4;3;2;2;diag;10;
4;3;2;2;diag;12;
4;3;2;2;diag;14;
4;3;2;2;diag;16;
4;3;2;2;diag;18;
4;3;2;2;diag;20;
4;3;2;4;full;2;
4;3;2;4;full;4;
4;3;2;4;full;6;
4;3;2;4;full;8;
4;3;2;4;full;10;
4;3;2;4;full;12;
4;3;2;4;full;14;
4;3;2;4;full;16;
4;3;2;4;full;18;
4;3;2;4;full;20;
4;3;2;4;diag;2;
4;3;2;4;diag;4;
4;3;2;4;diag;6;
4;3;2;4;diag;8;
4;3;2;4;diag;10;
4;3;2;4;diag;12;
4;3;2;4;diag;14;
4;3;2;4;diag;16;
4;3;2;4;diag;18;
4;3;2;4;diag;20;
4;3;2;8;full;2;
4;3;2;8;full;4;
4;3;2;8;full;6;
4;3;2;8;full;8;
4;3;2;8;full;10;
4;3;2;8;full;12;
4;3;2;8;full;14;
4;3;2;8;full;16;
4;3;2;8;full;18;
4;3;2;8;full;20;
4;3;2;8;diag;2;
4;3;2;8;diag;4;
4;3;2;8;diag;6;
4;3;2;8;diag;8;
4;3;2;8;diag;10;
4;3;2;8;diag;12;
4;3;2;8;diag;14;
4;3;2;8;diag;16;
4;3;2;8;diag;18;
4;3;2;8;diag;20;
4;3;2;10;full;2;
4;3;2;10;full;4;
4;3;2;10;full;6;
4;3;2;10;full;8;
4;3;2;10;full;10;
4;3;2;10;full;12;
4;3;2;10;full;14;
4;3;2;10;full;16;
4;3;2;10;full;18;
4;3;2;10;full;20;
4;3;2;10;diag;2;
4;3;2;10;diag;4;
4;3;2;10;diag;6;
4;3;2;10;diag;8;
4;3;2;10;diag;10;
4;3;2;10;diag;12;
4;3;2;10;diag;14;
4;3;2;10;diag;16;
4;3;2;10;diag;18;
4;3;2;10;diag;20;
4;3;2;12;full;2;
4;3;2;12;full;4;
4;3;2;12;full;6;
4;3;2;12;full;8;
4;3;2;12;full;10;
4;3;2;12;full;12;
4;3;2;12;full;14;
4;3;2;12;full;16;
4;3;2;12;full;18;
4;3;2;12;full;20;
4;3;2;12;diag;2;
4;3;2;12;diag;4;
4;3;2;12;diag;6;
4;3;2;12;diag;8;
4;3;2;12;diag;10;
4;3;2;12;diag;12;
4;3;2;12;diag;14;
4;3;2;12;diag;16;
4;3;2;12;diag;18;
4;3;2;12;diag;20;
4;3;2;14;full;2;
4;3;2;14;full;4;
4;3;2;14;full;6;
4;3;2;14;full;8;
4;3;2;14;full;10;
4;3;2;14;full;12;
4;3;2;14;full;14;
4;3;2;14;full;16;
4;3;2;14;full;18;
4;3;2;14;full;20;
4;3;2;14;diag;2;
4;3;2;14;diag;4;
4;3;2;14;diag;6;
4;3;2;14;diag;8;
4;3;2;14;diag;10;
4;3;2;14;diag;12;
4;3;2;14;diag;14;
4;3;2;14;diag;16;
4;3;2;14;diag;18;
4;3;2;14;diag;20;
4;3;2;16;full;2;
4;3;2;16;full;4;
4;3;2;16;full;6;
4;3;2;16;full;8;
4;3;2;16;full;10;
4;3;2;16;full;12;
4;3;2;16;full;14;
4;3;2;16;full;16;
4;3;2;16;full;18;
4;3;2;16;full;20;
4;3;2;16;diag;2;
4;3;2;16;diag;4;
4;3;2;16;diag;6;
4;3;2;16;diag;8;
4;3;2;16;diag;10;
4;3;2;16;diag;12;
4;3;2;16;diag;14;
4;3;2;16;diag;16;
4;3;2;16;diag;18;
4;3;2;16;diag;20;
4;3;2;18;full;2;
4;3;2;18;full;4;
4;3;2;18;full;6;
4;3;2;18;full;8;
4;3;2;18;full;10;
4;3;2;18;full;12;
4;3;2;18;full;14;
4;3;2;18;full;16;
4;3;2;18;full;18;
4;3;2;18;full;20;
4;3;2;18;diag;2;
4;3;2;18;diag;4;
4;3;2;18;diag;6;
4;3;2;18;diag;8;
4;3;2;18;diag;10;
4;3;2;18;diag;12;
4;3;2;18;diag;14;
4;3;2;18;diag;16;
4;3;2;18;diag;18;
4;3;2;18;diag;20;
4;3;2;20;full;2;
4;3;2;20;full;4;
4;3;2;20;full;6;
4;3;2;20;full;8;
4;3;2;20;full;10;
4;3;2;20;full;12;
4;3;2;20;full;14;
4;3;2;20;full;16;
4;3;2;20;full;18;
4;3;2;20;full;20;
4;3;2;20;diag;2;
4;3;2;20;diag;4;
4;3;2;20;diag;6;
4;3;2;20;diag;8;
4;3;2;20;diag;10;
4;3;2;20;diag;12;
4;3;2;20;diag;14;
4;3;2;20;diag;16;
4;3;2;20;diag;18;
4;3;2;20;diag;20;
4;3;3;2;full;2;
4;3;3;2;full;4;
4;3;3;2;full;6;
4;3;3;2;full;8;
4;3;3;2;full;10;
4;3;3;2;full;12;
4;3;3;2;full;14;
4;3;3;2;full;16;
4;3;3;2;full;18;
4;3;3;2;full;20;
4;3;3;2;diag;2;
4;3;3;2;diag;4;
4;3;3;2;diag;6;
4;3;3;2;diag;8;
4;3;3;2;diag;10;
4;3;3;2;diag;12;
4;3;3;2;diag;14;
4;3;3;2;diag;16;
4;3;3;2;diag;18;
4;3;3;2;diag;20;
4;3;3;4;full;2;
4;3;3;4;full;4;
4;3;3;4;full;6;
4;3;3;4;full;8;
4;3;3;4;full;10;
4;3;3;4;full;12;
4;3;3;4;full;14;
4;3;3;4;full;16;
4;3;3;4;full;18;
4;3;3;4;full;20;
4;3;3;4;diag;2;
4;3;3;4;diag;4;
4;3;3;4;diag;6;
4;3;3;4;diag;8;
4;3;3;4;diag;10;
4;3;3;4;diag;12;
4;3;3;4;diag;14;
4;3;3;4;diag;16;
4;3;3;4;diag;18;
4;3;3;4;diag;20;
4;3;3;8;full;2;
4;3;3;8;full;4;
4;3;3;8;full;6;
4;3;3;8;full;8;
4;3;3;8;full;10;
4;3;3;8;full;12;
4;3;3;8;full;14;
4;3;3;8;full;16;
4;3;3;8;full;18;
4;3;3;8;full;20;
4;3;3;8;diag;2;
4;3;3;8;diag;4;
4;3;3;8;diag;6;
4;3;3;8;diag;8;
4;3;3;8;diag;10;
4;3;3;8;diag;12;
4;3;3;8;diag;14;
4;3;3;8;diag;16;
4;3;3;8;diag;18;
4;3;3;8;diag;20;
4;3;3;10;full;2;
4;3;3;10;full;4;
4;3;3;10;full;6;
4;3;3;10;full;8;
4;3;3;10;full;10;
4;3;3;10;full;12;
4;3;3;10;full;14;
4;3;3;10;full;16;
4;3;3;10;full;18;
4;3;3;10;full;20;
4;3;3;10;diag;2;
4;3;3;10;diag;4;
4;3;3;10;diag;6;
4;3;3;10;diag;8;
4;3;3;10;diag;10;
4;3;3;10;diag;12;
4;3;3;10;diag;14;
4;3;3;10;diag;16;
4;3;3;10;diag;18;
4;3;3;10;diag;20;
4;3;3;12;full;2;
4;3;3;12;full;4;
4;3;3;12;full;6;
4;3;3;12;full;8;
4;3;3;12;full;10;
4;3;3;12;full;12;
4;3;3;12;full;14;
4;3;3;12;full;16;
4;3;3;12;full;18;
4;3;3;12;full;20;
4;3;3;12;diag;2;
4;3;3;12;diag;4;
4;3;3;12;diag;6;
4;3;3;12;diag;8;
4;3;3;12;diag;10;
4;3;3;12;diag;12;
4;3;3;12;diag;14;
4;3;3;12;diag;16;
4;3;3;12;diag;18;
4;3;3;12;diag;20;
4;3;3;14;full;2;
4;3;3;14;full;4;
4;3;3;14;full;6;
4;3;3;14;full;8;
4;3;3;14;full;10;
4;3;3;14;full;12;
4;3;3;14;full;14;
4;3;3;14;full;16;
4;3;3;14;full;18;
4;3;3;14;full;20;
4;3;3;14;diag;2;
4;3;3;14;diag;4;
4;3;3;14;diag;6;
4;3;3;14;diag;8;
4;3;3;14;diag;10;
4;3;3;14;diag;12;
4;3;3;14;diag;14;
4;3;3;14;diag;16;
4;3;3;14;diag;18;
4;3;3;14;diag;20;
4;3;3;16;full;2;
4;3;3;16;full;4;
4;3;3;16;full;6;
4;3;3;16;full;8;
4;3;3;16;full;10;
4;3;3;16;full;12;
4;3;3;16;full;14;
4;3;3;16;full;16;
4;3;3;16;full;18;
4;3;3;16;full;20;
4;3;3;16;diag;2;
4;3;3;16;diag;4;
4;3;3;16;diag;6;
4;3;3;16;diag;8;
4;3;3;16;diag;10;
4;3;3;16;diag;12;
4;3;3;16;diag;14;
4;3;3;16;diag;16;
4;3;3;16;diag;18;
4;3;3;16;diag;20;
4;3;3;18;full;2;
4;3;3;18;full;4;
4;3;3;18;full;6;
4;3;3;18;full;8;
4;3;3;18;full;10;
4;3;3;18;full;12;
4;3;3;18;full;14;
4;3;3;18;full;16;
4;3;3;18;full;18;
4;3;3;18;full;20;
4;3;3;18;diag;2;
4;3;3;18;diag;4;
4;3;3;18;diag;6;
4;3;3;18;diag;8;
4;3;3;18;diag;10;
4;3;3;18;diag;12;
4;3;3;18;diag;14;
4;3;3;18;diag;16;
4;3;3;18;diag;18;
4;3;3;18;diag;20;
4;3;3;20;full;2;
4;3;3;20;full;4;
4;3;3;20;full;6;
4;3;3;20;full;8;
4;3;3;20;full;10;
4;3;3;20;full;12;
4;3;3;20;full;14;
4;3;3;20;full;16;
4;3;3;20;full;18;
4;3;3;20;full;20;
4;3;3;20;diag;2;
4;3;3;20;diag;4;
4;3;3;20;diag;6;
4;3;3;20;diag;8;
4;3;3;20;diag;10;
4;3;3;20;diag;12;
4;3;3;20;diag;14;
4;3;3;20;diag;16;
4;3;3;20;diag;18;
4;3;3;20;diag;20;
6;1;1;2;full;2;0,481818182
6;1;1;2;full;4;0,777272727
6;1;1;2;full;6;0,831818182
6;1;1;2;full;8;0,813636364
6;1;1;2;full;10;0,827272727
6;1;1;2;full;12;0,831818182
6;1;1;2;full;14;0,809090909
6;1;1;2;full;16;0,795454545
6;1;1;2;full;18;0,790909091
6;1;1;2;full;20;0,781818182
6;1;1;2;diag;2;0,481818182
6;1;1;2;diag;4;0,754545455
6;1;1;2;diag;6;0,781818182
6;1;1;2;diag;8;0,777272727
6;1;1;2;diag;10;0,795454545
6;1;1;2;diag;12;0,790909091
6;1;1;2;diag;14;0,777272727
6;1;1;2;diag;16;0,777272727
6;1;1;2;diag;18;0,772727273
6;1;1;2;diag;20;0,781818182
6;1;1;4;full;2;0,495454545
6;1;1;4;full;4;0,781818182
6;1;1;4;full;6;0,790909091
6;1;1;4;full;8;0,768181818
6;1;1;4;full;10;0,772727273
6;1;1;4;full;12;0,790909091
6;1;1;4;full;14;0,786363636
6;1;1;4;full;16;0,759090909
6;1;1;4;full;18;0,772727273
6;1;1;4;full;20;0,768181818
6;1;1;4;diag;2;0,495454545
6;1;1;4;diag;4;0,772727273
6;1;1;4;diag;6;0,790909091
6;1;1;4;diag;8;0,795454545
6;1;1;4;diag;10;0,790909091
6;1;1;4;diag;12;0,818181818
6;1;1;4;diag;14;0,795454545
6;1;1;4;diag;16;0,795454545
6;1;1;4;diag;18;0,777272727
6;1;1;4;diag;20;0,777272727
6;1;1;8;full;2;0,504545455
6;1;1;8;full;4;0,763636364
6;1;1;8;full;6;0,790909091
6;1;1;8;full;8;0,745454545
6;1;1;8;full;10;0,754545455
6;1;1;8;full;12;0,768181818
6;1;1;8;full;14;0,745454545
6;1;1;8;full;16;0,736363636
6;1;1;8;full;18;0,745454545
6;1;1;8;full;20;0,75
6;1;1;8;diag;2;0,504545455
6;1;1;8;diag;4;0,772727273
6;1;1;8;diag;6;0,786363636
6;1;1;8;diag;8;0,759090909
6;1;1;8;diag;10;0,795454545
6;1;1;8;diag;12;0,790909091
6;1;1;8;diag;14;0,759090909
6;1;1;8;diag;16;0,75
6;1;1;8;diag;18;0,75
6;1;1;8;diag;20;0,745454545
6;1;1;10;full;2;0,509090909
6;1;1;10;full;4;0,768181818
6;1;1;10;full;6;0,790909091
6;1;1;10;full;8;0,745454545
6;1;1;10;full;10;0,754545455
6;1;1;10;full;12;0,75
6;1;1;10;full;14;0,759090909
6;1;1;10;full;16;0,704545455
6;1;1;10;full;18;0,713636364
6;1;1;10;full;20;0,718181818
6;1;1;10;diag;2;0,509090909
6;1;1;10;diag;4;0,772727273
6;1;1;10;diag;6;0,759090909
6;1;1;10;diag;8;0,75
6;1;1;10;diag;10;0,768181818
6;1;1;10;diag;12;0,786363636
6;1;1;10;diag;14;0,759090909
6;1;1;10;diag;16;0,745454545
6;1;1;10;diag;18;0,736363636
6;1;1;10;diag;20;0,763636364
6;1;1;12;full;2;0,518181818
6;1;1;12;full;4;0,731818182
6;1;1;12;full;6;0,75
6;1;1;12;full;8;0,731818182
6;1;1;12;full;10;0,740909091
6;1;1;12;full;12;0,745454545
6;1;1;12;full;14;0,740909091
6;1;1;12;full;16;0,722727273
6;1;1;12;full;18;0,695454545
6;1;1;12;full;20;0,695454545
6;1;1;12;diag;2;0,518181818
6;1;1;12;diag;4;0,75
6;1;1;12;diag;6;0,768181818
6;1;1;12;diag;8;0,786363636
6;1;1;12;diag;10;0,781818182
6;1;1;12;diag;12;0,768181818
6;1;1;12;diag;14;0,754545455
6;1;1;12;diag;16;0,759090909
6;1;1;12;diag;18;0,731818182
6;1;1;12;diag;20;0,736363636
6;1;1;14;full;2;0,495454545
6;1;1;14;full;4;0,736363636
6;1;1;14;full;6;0,777272727
6;1;1;14;full;8;0,727272727
6;1;1;14;full;10;0,736363636
6;1;1;14;full;12;0,740909091
6;1;1;14;full;14;0,709090909
6;1;1;14;full;16;0,695454545
6;1;1;14;full;18;0,704545455
6;1;1;14;full;20;0,709090909
6;1;1;14;diag;2;0,495454545
6;1;1;14;diag;4;0,759090909
6;1;1;14;diag;6;0,754545455
6;1;1;14;diag;8;0,759090909
6;1;1;14;diag;10;0,75
6;1;1;14;diag;12;0,754545455
6;1;1;14;diag;14;0,759090909
6;1;1;14;diag;16;0,745454545
6;1;1;14;diag;18;0,754545455
6;1;1;14;diag;20;0,759090909
6;1;1;16;full;2;0,490909091
6;1;1;16;full;4;0,75
6;1;1;16;full;6;0,740909091
6;1;1;16;full;8;0,727272727
6;1;1;16;full;10;0,718181818
6;1;1;16;full;12;0,745454545
6;1;1;16;full;14;0,727272727
6;1;1;16;full;16;0,704545455
6;1;1;16;full;18;0,7
6;1;1;16;full;20;0,686363636
6;1;1;16;diag;2;0,490909091
6;1;1;16;diag;4;0,763636364
6;1;1;16;diag;6;0,731818182
6;1;1;16;diag;8;0,740909091
6;1;1;16;diag;10;0,745454545
6;1;1;16;diag;12;0,759090909
6;1;1;16;diag;14;0,768181818
6;1;1;16;diag;16;0,740909091
6;1;1;16;diag;18;0,759090909
6;1;1;16;diag;20;0,727272727
6;1;1;18;full;2;0,486363636
6;1;1;18;full;4;0,731818182
6;1;1;18;full;6;0,722727273
6;1;1;18;full;8;0,704545455
6;1;1;18;full;10;0,718181818
6;1;1;18;full;12;0,731818182
6;1;1;18;full;14;0,695454545
6;1;1;18;full;16;0,686363636
6;1;1;18;full;18;0,677272727
6;1;1;18;full;20;0,659090909
6;1;1;18;diag;2;0,486363636
6;1;1;18;diag;4;0,763636364
6;1;1;18;diag;6;0,754545455
6;1;1;18;diag;8;0,75
6;1;1;18;diag;10;0,763636364
6;1;1;18;diag;12;0,740909091
6;1;1;18;diag;14;0,731818182
6;1;1;18;diag;16;0,731818182
6;1;1;18;diag;18;0,731818182
6;1;1;18;diag;20;0,740909091
6;1;1;20;full;2;0,468181818
6;1;1;20;full;4;0,713636364
6;1;1;20;full;6;0,736363636
6;1;1;20;full;8;0,722727273
6;1;1;20;full;10;0,727272727
6;1;1;20;full;12;0,745454545
6;1;1;20;full;14;0,709090909
6;1;1;20;full;16;0,686363636
6;1;1;20;full;18;0,709090909
6;1;1;20;full;20;0,677272727
6;1;1;20;diag;2;0,468181818
6;1;1;20;diag;4;0,768181818
6;1;1;20;diag;6;0,768181818
6;1;1;20;diag;8;0,759090909
6;1;1;20;diag;10;0,736363636
6;1;1;20;diag;12;0,736363636
6;1;1;20;diag;14;0,736363636
6;1;1;20;diag;16;0,722727273
6;1;1;20;diag;18;0,727272727
6;1;1;20;diag;20;0,713636364
6;1;2;2;full;2;0,1
6;1;2;2;full;4;
6;1;2;2;full;6;
6;1;2;2;full;8;
6;1;2;2;full;10;
6;1;2;2;full;12;
6;1;2;2;full;14;
6;1;2;2;full;16;
6;1;2;2;full;18;
6;1;2;2;full;20;
6;1;2;2;diag;2;0,1
6;1;2;2;diag;4;0,618181818
6;1;2;2;diag;6;0,654545455
6;1;2;2;diag;8;0,695454545
6;1;2;2;diag;10;0,718181818
6;1;2;2;diag;12;0,718181818
6;1;2;2;diag;14;0,718181818
6;1;2;2;diag;16;0,718181818
6;1;2;2;diag;18;0,727272727
6;1;2;2;diag;20;0,718181818
6;1;2;4;full;2;0,1
6;1;2;4;full;4;
6;1;2;4;full;6;
6;1;2;4;full;8;
6;1;2;4;full;10;
6;1;2;4;full;12;
6;1;2;4;full;14;
6;1;2;4;full;16;
6;1;2;4;full;18;
6;1;2;4;full;20;
6;1;2;4;diag;2;0,1
6;1;2;4;diag;4;0,636363636
6;1;2;4;diag;6;0,690909091
6;1;2;4;diag;8;0,722727273
6;1;2;4;diag;10;0,704545455
6;1;2;4;diag;12;0,736363636
6;1;2;4;diag;14;0,722727273
6;1;2;4;diag;16;0,727272727
6;1;2;4;diag;18;0,686363636
6;1;2;4;diag;20;0,722727273
6;1;2;8;full;2;0,1
6;1;2;8;full;4;
6;1;2;8;full;6;
6;1;2;8;full;8;
6;1;2;8;full;10;
6;1;2;8;full;12;
6;1;2;8;full;14;
6;1;2;8;full;16;
6;1;2;8;full;18;
6;1;2;8;full;20;
6;1;2;8;diag;2;0,1
6;1;2;8;diag;4;0,595454545
6;1;2;8;diag;6;0,7
6;1;2;8;diag;8;0,713636364
6;1;2;8;diag;10;0,704545455
6;1;2;8;diag;12;0,686363636
6;1;2;8;diag;14;0,668181818
6;1;2;8;diag;16;0,690909091
6;1;2;8;diag;18;0,672727273
6;1;2;8;diag;20;0,677272727
6;1;2;10;full;2;0,1
6;1;2;10;full;4;
6;1;2;10;full;6;
6;1;2;10;full;8;
6;1;2;10;full;10;
6;1;2;10;full;12;
6;1;2;10;full;14;
6;1;2;10;full;16;
6;1;2;10;full;18;
6;1;2;10;full;20;
6;1;2;10;diag;2;0,1
6;1;2;10;diag;4;0,577272727
6;1;2;10;diag;6;0,695454545
6;1;2;10;diag;8;0,681818182
6;1;2;10;diag;10;0,672727273
6;1;2;10;diag;12;0,690909091
6;1;2;10;diag;14;0,681818182
6;1;2;10;diag;16;0,681818182
6;1;2;10;diag;18;0,663636364
6;1;2;10;diag;20;0,668181818
6;1;2;12;full;2;0,1
6;1;2;12;full;4;
6;1;2;12;full;6;
6;1;2;12;full;8;
6;1;2;12;full;10;
6;1;2;12;full;12;
6;1;2;12;full;14;
6;1;2;12;full;16;
6;1;2;12;full;18;
6;1;2;12;full;20;
6;1;2;12;diag;2;0,1
6;1;2;12;diag;4;0,613636364
6;1;2;12;diag;6;0,690909091
6;1;2;12;diag;8;0,677272727
6;1;2;12;diag;10;0,690909091
6;1;2;12;diag;12;0,668181818
6;1;2;12;diag;14;0,668181818
6;1;2;12;diag;16;0,672727273
6;1;2;12;diag;18;0,645454545
6;1;2;12;diag;20;0,645454545
6;1;2;14;full;2;0,1
6;1;2;14;full;4;
6;1;2;14;full;6;
6;1;2;14;full;8;
6;1;2;14;full;10;
6;1;2;14;full;12;
6;1;2;14;full;14;
6;1;2;14;full;16;
6;1;2;14;full;18;
6;1;2;14;full;20;
6;1;2;14;diag;2;0,1
6;1;2;14;diag;4;0,604545455
6;1;2;14;diag;6;0,659090909
6;1;2;14;diag;8;0,663636364
6;1;2;14;diag;10;0,695454545
6;1;2;14;diag;12;0,677272727
6;1;2;14;diag;14;0,672727273
6;1;2;14;diag;16;0,654545455
6;1;2;14;diag;18;0,65
6;1;2;14;diag;20;0,631818182
6;1;2;16;full;2;0,1
6;1;2;16;full;4;
6;1;2;16;full;6;
6;1;2;16;full;8;
6;1;2;16;full;10;
6;1;2;16;full;12;
6;1;2;16;full;14;
6;1;2;16;full;16;
6;1;2;16;full;18;
6;1;2;16;full;20;
6;1;2;16;diag;2;0,1
6;1;2;16;diag;4;0,613636364
6;1;2;16;diag;6;0,672727273
6;1;2;16;diag;8;0,686363636
6;1;2;16;diag;10;0,7
6;1;2;16;diag;12;0,672727273
6;1;2;16;diag;14;0,672727273
6;1;2;16;diag;16;0,659090909
6;1;2;16;diag;18;0,645454545
6;1;2;16;diag;20;0,645454545
6;1;2;18;full;2;0,1
6;1;2;18;full;4;
6;1;2;18;full;6;
6;1;2;18;full;8;
6;1;2;18;full;10;
6;1;2;18;full;12;
6;1;2;18;full;14;
6;1;2;18;full;16;
6;1;2;18;full;18;
6;1;2;18;full;20;
6;1;2;18;diag;2;0,1
6;1;2;18;diag;4;0,65
6;1;2;18;diag;6;0,686363636
6;1;2;18;diag;8;0,681818182
6;1;2;18;diag;10;0,681818182
6;1;2;18;diag;12;0,672727273
6;1;2;18;diag;14;0,672727273
6;1;2;18;diag;16;0,663636364
6;1;2;18;diag;18;0,645454545
6;1;2;18;diag;20;0,654545455
6;1;2;20;full;2;0,1
6;1;2;20;full;4;
6;1;2;20;full;6;
6;1;2;20;full;8;
6;1;2;20;full;10;
6;1;2;20;full;12;
6;1;2;20;full;14;
6;1;2;20;full;16;
6;1;2;20;full;18;
6;1;2;20;full;20;
6;1;2;20;diag;2;0,1
6;1;2;20;diag;4;0,645454545
6;1;2;20;diag;6;0,672727273
6;1;2;20;diag;8;0,690909091
6;1;2;20;diag;10;0,677272727
6;1;2;20;diag;12;0,668181818
6;1;2;20;diag;14;0,672727273
6;1;2;20;diag;16;0,668181818
6;1;2;20;diag;18;0,659090909
6;1;2;20;diag;20;0,65
6;1;3;2;full;2;0,1
6;1;3;2;full;4;0,5
6;1;3;2;full;6;0,659090909
6;1;3;2;full;8;0,7
6;1;3;2;full;10;0,7
6;1;3;2;full;12;0,7
6;1;3;2;full;14;0,690909091
6;1;3;2;full;16;0,690909091
6;1;3;2;full;18;0,690909091
6;1;3;2;full;20;0,672727273
6;1;3;2;diag;2;0,1
6;1;3;2;diag;4;0,522727273
6;1;3;2;diag;6;0,659090909
6;1;3;2;diag;8;0,7
6;1;3;2;diag;10;0,704545455
6;1;3;2;diag;12;0,704545455
6;1;3;2;diag;14;0,722727273
6;1;3;2;diag;16;0,718181818
6;1;3;2;diag;18;0,713636364
6;1;3;2;diag;20;0,713636364
6;1;3;4;full;2;0,1
6;1;3;4;full;4;0,381818182
6;1;3;4;full;6;0,7
6;1;3;4;full;8;0,677272727
6;1;3;4;full;10;0,668181818
6;1;3;4;full;12;0,659090909
6;1;3;4;full;14;0,668181818
6;1;3;4;full;16;0,631818182
6;1;3;4;full;18;0,631818182
6;1;3;4;full;20;0,627272727
6;1;3;4;diag;2;0,1
6;1;3;4;diag;4;0,431818182
6;1;3;4;diag;6;0,663636364
6;1;3;4;diag;8;0,681818182
6;1;3;4;diag;10;0,690909091
6;1;3;4;diag;12;0,668181818
6;1;3;4;diag;14;0,659090909
6;1;3;4;diag;16;0,672727273
6;1;3;4;diag;18;0,659090909
6;1;3;4;diag;20;0,659090909
6;1;3;8;full;2;0,1
6;1;3;8;full;4;0,531818182
6;1;3;8;full;6;0,704545455
6;1;3;8;full;8;0,65
6;1;3;8;full;10;0,7
6;1;3;8;full;12;0,668181818
6;1;3;8;full;14;0,645454545
6;1;3;8;full;16;0,618181818
6;1;3;8;full;18;0,681818182
6;1;3;8;full;20;0,604545455
6;1;3;8;diag;2;0,1
6;1;3;8;diag;4;0,540909091
6;1;3;8;diag;6;0,65
6;1;3;8;diag;8;0,663636364
6;1;3;8;diag;10;0,690909091
6;1;3;8;diag;12;0,681818182
6;1;3;8;diag;14;0,677272727
6;1;3;8;diag;16;0,659090909
6;1;3;8;diag;18;0,672727273
6;1;3;8;diag;20;0,686363636
6;1;3;10;full;2;0,1
6;1;3;10;full;4;0,513636364
6;1;3;10;full;6;0,654545455
6;1;3;10;full;8;0,631818182
6;1;3;10;full;10;0,645454545
6;1;3;10;full;12;0,654545455
6;1;3;10;full;14;0,677272727
6;1;3;10;full;16;0,631818182
6;1;3;10;full;18;0,609090909
6;1;3;10;full;20;0,631818182
6;1;3;10;diag;2;0,1
6;1;3;10;diag;4;0,486363636
6;1;3;10;diag;6;0,681818182
6;1;3;10;diag;8;0,672727273
6;1;3;10;diag;10;0,709090909
6;1;3;10;diag;12;0,659090909
6;1;3;10;diag;14;0,663636364
6;1;3;10;diag;16;0,668181818
6;1;3;10;diag;18;0,672727273
6;1;3;10;diag;20;0,609090909
6;1;3;12;full;2;0,1
6;1;3;12;full;4;0,513636364
6;1;3;12;full;6;0,663636364
6;1;3;12;full;8;0,636363636
6;1;3;12;full;10;0,640909091
6;1;3;12;full;12;0,609090909
6;1;3;12;full;14;0,640909091
6;1;3;12;full;16;0,609090909
6;1;3;12;full;18;0,568181818
6;1;3;12;full;20;0,604545455
6;1;3;12;diag;2;0,1
6;1;3;12;diag;4;0,518181818
6;1;3;12;diag;6;0,677272727
6;1;3;12;diag;8;0,668181818
6;1;3;12;diag;10;0,7
6;1;3;12;diag;12;0,709090909
6;1;3;12;diag;14;0,686363636
6;1;3;12;diag;16;0,636363636
6;1;3;12;diag;18;0,672727273
6;1;3;12;diag;20;0,627272727
6;1;3;14;full;2;0,1
6;1;3;14;full;4;0,486363636
6;1;3;14;full;6;0,65
6;1;3;14;full;8;0,627272727
6;1;3;14;full;10;0,640909091
6;1;3;14;full;12;0,590909091
6;1;3;14;full;14;0,636363636
6;1;3;14;full;16;0,627272727
6;1;3;14;full;18;0,613636364
6;1;3;14;full;20;0,618181818
6;1;3;14;diag;2;0,1
6;1;3;14;diag;4;
6;1;3;14;diag;6;0,7
6;1;3;14;diag;8;0,681818182
6;1;3;14;diag;10;0,686363636
6;1;3;14;diag;12;0,709090909
6;1;3;14;diag;14;0,686363636
6;1;3;14;diag;16;0,65
